Source,Target,Weight,Type
dear students,10,0.04,undirected
dear students,13,0.13333333,undirected
dear students,14,0.053333333,undirected
the convergence of information technology data and management in a library imaging program,1,0.12307692,undirected
the convergence of information technology data and management in a library imaging program,2,0.030769231,undirected
the convergence of information technology data and management in a library imaging program,3,0.038461538,undirected
the convergence of information technology data and management in a library imaging program,4,0.015384615,undirected
the convergence of information technology data and management in a library imaging program,6,0.18461538,undirected
the convergence of information technology data and management in a library imaging program,10,0.069230769,undirected
the convergence of information technology data and management in a library imaging program,11,0.069230769,undirected
de vinne and the de vinne press,0,0.28350515,undirected
de vinne and the de vinne press,3,0.0051546392,undirected
de vinne and the de vinne press,4,0.077319588,undirected
de vinne and the de vinne press,6,0.036082474,undirected
de vinne and the de vinne press,7,0.020618557,undirected
de vinne and the de vinne press,8,0.010309278,undirected
de vinne and the de vinne press,11,0.015463918,undirected
de vinne and the de vinne press,12,0.046391753,undirected
de vinne and the de vinne press,14,0.015463918,undirected
early printing and the book trade in the west indies,4,0.2970297,undirected
early printing and the book trade in the west indies,8,0.01980198,undirected
early printing and the book trade in the west indies,12,0.099009901,undirected
early printing and the book trade in the west indies,13,0.11881188,undirected
early printing and the book trade in the west indies,14,0.01980198,undirected
rhizomorphic reading the emergence of a new aesthetic in literature for youth,2,0.066666667,undirected
rhizomorphic reading the emergence of a new aesthetic in literature for youth,3,0.04,undirected
rhizomorphic reading the emergence of a new aesthetic in literature for youth,5,0.0066666667,undirected
rhizomorphic reading the emergence of a new aesthetic in literature for youth,10,0.073333333,undirected
rhizomorphic reading the emergence of a new aesthetic in literature for youth,11,0.1,undirected
rhizomorphic reading the emergence of a new aesthetic in literature for youth,12,0.046666667,undirected
rhizomorphic reading the emergence of a new aesthetic in literature for youth,13,0.1,undirected
rhizomorphic reading the emergence of a new aesthetic in literature for youth,14,0.15333333,undirected
womens literary journals,0,0.079207921,undirected
womens literary journals,5,0.059405941,undirected
womens literary journals,6,0.04950495,undirected
womens literary journals,7,0.02970297,undirected
womens literary journals,8,0.069306931,undirected
womens literary journals,9,0.059405941,undirected
womens literary journals,11,0.13861386,undirected
womens literary journals,12,0.0099009901,undirected
womens literary journals,13,0.03960396,undirected
considering popular fiction and library practices of recommendation the literary status of the clique and its historical progenitors,0,0.13043478,undirected
considering popular fiction and library practices of recommendation the literary status of the clique and its historical progenitors,1,0.097826087,undirected
considering popular fiction and library practices of recommendation the literary status of the clique and its historical progenitors,6,0.065217391,undirected
considering popular fiction and library practices of recommendation the literary status of the clique and its historical progenitors,7,0.043478261,undirected
considering popular fiction and library practices of recommendation the literary status of the clique and its historical progenitors,8,0.076086957,undirected
considering popular fiction and library practices of recommendation the literary status of the clique and its historical progenitors,10,0.054347826,undirected
considering popular fiction and library practices of recommendation the literary status of the clique and its historical progenitors,11,0.043478261,undirected
considering popular fiction and library practices of recommendation the literary status of the clique and its historical progenitors,14,0.02173913,undirected
transgression or stasis challenging foucault in lis theory,0,0.013986014,undirected
transgression or stasis challenging foucault in lis theory,1,0.097902098,undirected
transgression or stasis challenging foucault in lis theory,2,0.013986014,undirected
transgression or stasis challenging foucault in lis theory,3,0.048951049,undirected
transgression or stasis challenging foucault in lis theory,6,0.027972028,undirected
transgression or stasis challenging foucault in lis theory,7,0.034965035,undirected
transgression or stasis challenging foucault in lis theory,8,0.027972028,undirected
transgression or stasis challenging foucault in lis theory,10,0.13986014,undirected
transgression or stasis challenging foucault in lis theory,13,0.020979021,undirected
transgression or stasis challenging foucault in lis theory,14,0.055944056,undirected
8 nov 16,3,0.047169811,undirected
8 nov 16,6,0.075471698,undirected
8 nov 16,8,0.094339623,undirected
8 nov 16,10,0.1509434,undirected
8 nov 16,13,0.10377358,undirected
information literacy and community college students using new approaches to literacy theory to produce equity,1,0.20289855,undirected
information literacy and community college students using new approaches to literacy theory to produce equity,2,0.036231884,undirected
information literacy and community college students using new approaches to literacy theory to produce equity,8,0.028985507,undirected
information literacy and community college students using new approaches to literacy theory to produce equity,9,0.043478261,undirected
information literacy and community college students using new approaches to literacy theory to produce equity,10,0.094202899,undirected
information literacy and community college students using new approaches to literacy theory to produce equity,11,0.079710145,undirected
information literacy and community college students using new approaches to literacy theory to produce equity,13,0.065217391,undirected
leadership diversity a study of urban public libraries,0,0.070921986,undirected
leadership diversity a study of urban public libraries,2,0.12056738,undirected
leadership diversity a study of urban public libraries,7,0.021276596,undirected
leadership diversity a study of urban public libraries,9,0.063829787,undirected
leadership diversity a study of urban public libraries,11,0.16312057,undirected
